acc	R1	R2
SRR2316879	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/009/SRR2316879/SRR2316879_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/009/SRR2316879/SRR2316879_2.fastq.gz
SRR2316883	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/003/SRR2316883/SRR2316883_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/003/SRR2316883/SRR2316883_2.fastq.gz
SRR2316887	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/007/SRR2316887/SRR2316887_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/007/SRR2316887/SRR2316887_2.fastq.gz
SRR2316889	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/009/SRR2316889/SRR2316889_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/009/SRR2316889/SRR2316889_2.fastq.gz
SRR2316890	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/000/SRR2316890/SRR2316890_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/000/SRR2316890/SRR2316890_2.fastq.gz
SRR2316891	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR2316891/SRR2316891_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR2316891/SRR2316891_2.fastq.gz
SRR2316892	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/002/SRR2316892/SRR2316892_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/002/SRR2316892/SRR2316892_2.fastq.gz
SRR2316893	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/003/SRR2316893/SRR2316893_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/003/SRR2316893/SRR2316893_2.fastq.gz
SRR2316894	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/004/SRR2316894/SRR2316894_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/004/SRR2316894/SRR2316894_2.fastq.gz
SRR2316920	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/000/SRR2316920/SRR2316920_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/000/SRR2316920/SRR2316920_2.fastq.gz
SRR2316921	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR2316921/SRR2316921_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR2316921/SRR2316921_2.fastq.gz
SRR2316922	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/002/SRR2316922/SRR2316922_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/002/SRR2316922/SRR2316922_2.fastq.gz
SRR2316923	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/003/SRR2316923/SRR2316923_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/003/SRR2316923/SRR2316923_2.fastq.gz
SRR2316924	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/004/SRR2316924/SRR2316924_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/004/SRR2316924/SRR2316924_2.fastq.gz
SRR2316925	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/005/SRR2316925/SRR2316925_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/005/SRR2316925/SRR2316925_2.fastq.gz
SRR2316926	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/006/SRR2316926/SRR2316926_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/006/SRR2316926/SRR2316926_2.fastq.gz
SRR2316970	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/000/SRR2316970/SRR2316970_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/000/SRR2316970/SRR2316970_2.fastq.gz
SRR2317000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/000/SRR2317000/SRR2317000_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/000/SRR2317000/SRR2317000_2.fastq.gz
SRR2317001	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR2317001/SRR2317001_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR2317001/SRR2317001_2.fastq.gz
SRR2317142	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/002/SRR2317142/SRR2317142_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/002/SRR2317142/SRR2317142_2.fastq.gz
SRR2317171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR2317171/SRR2317171_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR2317171/SRR2317171_2.fastq.gz
SRR2317223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/003/SRR2317223/SRR2317223_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/003/SRR2317223/SRR2317223_2.fastq.gz
SRR2317268	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/008/SRR2317268/SRR2317268_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/008/SRR2317268/SRR2317268_2.fastq.gz
SRR2317321	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR2317321/SRR2317321_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR2317321/SRR2317321_2.fastq.gz
SRR2317322	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/002/SRR2317322/SRR2317322_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/002/SRR2317322/SRR2317322_2.fastq.gz
SRR2317410	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/000/SRR2317410/SRR2317410_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/000/SRR2317410/SRR2317410_2.fastq.gz
SRR2317444	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/004/SRR2317444/SRR2317444_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/004/SRR2317444/SRR2317444_2.fastq.gz
ERR111724	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111724/ERR111724_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111724/ERR111724_2.fastq.gz
ERR111710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111710/ERR111710_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111710/ERR111710_2.fastq.gz
ERR111727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111727/ERR111727_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111727/ERR111727_2.fastq.gz
ERR111721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111721/ERR111721_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111721/ERR111721_2.fastq.gz
ERR111728	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111728/ERR111728_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111728/ERR111728_2.fastq.gz
ERR111717	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111717/ERR111717_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111717/ERR111717_2.fastq.gz
ERR111713	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111713/ERR111713_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111713/ERR111713_2.fastq.gz
ERR111719	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111719/ERR111719_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111719/ERR111719_2.fastq.gz
ERR111720	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111720/ERR111720_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111720/ERR111720_2.fastq.gz
ERR111709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111709/ERR111709_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111709/ERR111709_2.fastq.gz
ERR111714	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111714/ERR111714_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111714/ERR111714_2.fastq.gz
ERR111716	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111716/ERR111716_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111716/ERR111716_2.fastq.gz
ERR111725	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111725/ERR111725_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111725/ERR111725_2.fastq.gz
ERR111718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111718/ERR111718_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111718/ERR111718_2.fastq.gz
ERR111715	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111715/ERR111715_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111715/ERR111715_2.fastq.gz
ERR111723	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111723/ERR111723_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111723/ERR111723_2.fastq.gz
ERR111722	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111722/ERR111722_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111722/ERR111722_2.fastq.gz
ERR111712	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111712/ERR111712_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111712/ERR111712_2.fastq.gz
ERR111726	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111726/ERR111726_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111726/ERR111726_2.fastq.gz
ERR111711	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111711/ERR111711_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/ERR111711/ERR111711_2.fastq.gz
ERR164695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164695/ERR164695_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164695/ERR164695_2.fastq.gz
ERR337595	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337595/ERR337595_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337595/ERR337595_2.fastq.gz
ERR337599	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337599/ERR337599_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337599/ERR337599_2.fastq.gz
ERR337602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337602/ERR337602_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337602/ERR337602_2.fastq.gz
ERR337605	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337605/ERR337605_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337605/ERR337605_2.fastq.gz
ERR337608	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337608/ERR337608_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337608/ERR337608_2.fastq.gz
ERR337610	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337610/ERR337610_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337610/ERR337610_2.fastq.gz
ERR337613	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337613/ERR337613_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337613/ERR337613_2.fastq.gz
ERR337616	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337616/ERR337616_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337616/ERR337616_2.fastq.gz
ERR337619	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337619/ERR337619_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337619/ERR337619_2.fastq.gz
ERR337622	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337622/ERR337622_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337622/ERR337622_2.fastq.gz
ERR337625	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337625/ERR337625_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337625/ERR337625_2.fastq.gz
ERR337628	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337628/ERR337628_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337628/ERR337628_2.fastq.gz
ERR337596	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337596/ERR337596_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337596/ERR337596_2.fastq.gz
ERR337600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337600/ERR337600_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337600/ERR337600_2.fastq.gz
ERR337603	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337603/ERR337603_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337603/ERR337603_2.fastq.gz
ERR337606	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337606/ERR337606_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337606/ERR337606_2.fastq.gz
ERR337609	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337609/ERR337609_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337609/ERR337609_2.fastq.gz
ERR337611	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337611/ERR337611_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337611/ERR337611_2.fastq.gz
ERR337614	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337614/ERR337614_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337614/ERR337614_2.fastq.gz
ERR337617	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337617/ERR337617_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337617/ERR337617_2.fastq.gz
ERR337620	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337620/ERR337620_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337620/ERR337620_2.fastq.gz
ERR337623	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337623/ERR337623_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337623/ERR337623_2.fastq.gz
ERR337626	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337626/ERR337626_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337626/ERR337626_2.fastq.gz
ERR337629	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337629/ERR337629_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337629/ERR337629_2.fastq.gz
ERR337597	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337597/ERR337597_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337597/ERR337597_2.fastq.gz
ERR337601	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337601/ERR337601_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337601/ERR337601_2.fastq.gz
ERR337604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337604/ERR337604_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337604/ERR337604_2.fastq.gz
ERR337607	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337607/ERR337607_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337607/ERR337607_2.fastq.gz
ERR337612	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337612/ERR337612_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337612/ERR337612_2.fastq.gz
ERR337615	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337615/ERR337615_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337615/ERR337615_2.fastq.gz
ERR337618	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337618/ERR337618_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337618/ERR337618_2.fastq.gz
ERR337621	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337621/ERR337621_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/ERR337621/ERR337621_2.fastq.gz
ERR426015	ftp.sra.ebi.ac.uk/vol1/fastq/ERR426/ERR426015/ERR426015_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR426/ERR426015/ERR426015_2.fastq.gz
ERR404246	ftp.sra.ebi.ac.uk/vol1/fastq/ERR404/ERR404246/ERR404246_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR404/ERR404246/ERR404246_2.fastq.gz
ERR426035	ftp.sra.ebi.ac.uk/vol1/fastq/ERR426/ERR426035/ERR426035_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR426/ERR426035/ERR426035_2.fastq.gz
ERR527350	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527350/ERR527350_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527350/ERR527350_2.fastq.gz
ERR527352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527352/ERR527352_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527352/ERR527352_2.fastq.gz
ERR527353	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527353/ERR527353_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527353/ERR527353_2.fastq.gz
ERR527354	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527354/ERR527354_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527354/ERR527354_2.fastq.gz
ERR527355	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527355/ERR527355_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527355/ERR527355_2.fastq.gz
ERR527356	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527356/ERR527356_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527356/ERR527356_2.fastq.gz
ERR527358	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527358/ERR527358_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527358/ERR527358_2.fastq.gz
ERR527370	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527370/ERR527370_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527370/ERR527370_2.fastq.gz
ERR713941	ftp.sra.ebi.ac.uk/vol1/fastq/ERR713/ERR713941/ERR713941_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR713/ERR713941/ERR713941_2.fastq.gz
ERR527361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527361/ERR527361_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527361/ERR527361_2.fastq.gz
ERR527374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527374/ERR527374_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527374/ERR527374_2.fastq.gz
ERR527351	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527351/ERR527351_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527351/ERR527351_2.fastq.gz
ERR527364	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527364/ERR527364_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527364/ERR527364_2.fastq.gz
ERR527365	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527365/ERR527365_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527365/ERR527365_2.fastq.gz
ERR527366	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527366/ERR527366_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527366/ERR527366_2.fastq.gz
ERR527378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527378/ERR527378_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527378/ERR527378_2.fastq.gz
ERR527367	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527367/ERR527367_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527367/ERR527367_2.fastq.gz
ERR527381	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527381/ERR527381_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527381/ERR527381_2.fastq.gz
ERR527369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527369/ERR527369_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527369/ERR527369_2.fastq.gz
ERR527371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527371/ERR527371_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527371/ERR527371_2.fastq.gz
ERR527372	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527372/ERR527372_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527372/ERR527372_2.fastq.gz
ERR527384	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527384/ERR527384_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527384/ERR527384_2.fastq.gz
ERR527362	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527362/ERR527362_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527362/ERR527362_2.fastq.gz
ERR527376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527376/ERR527376_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527376/ERR527376_2.fastq.gz
ERR527377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527377/ERR527377_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527377/ERR527377_2.fastq.gz
ERR527340	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527340/ERR527340_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527340/ERR527340_2.fastq.gz
ERR527342	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527342/ERR527342_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527342/ERR527342_2.fastq.gz
ERR527344	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527344/ERR527344_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527344/ERR527344_2.fastq.gz
ERR527380	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527380/ERR527380_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527380/ERR527380_2.fastq.gz
ERR527345	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527345/ERR527345_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527345/ERR527345_2.fastq.gz
ERR527382	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527382/ERR527382_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527382/ERR527382_2.fastq.gz
ERR527348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527348/ERR527348_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527348/ERR527348_2.fastq.gz
ERR527383	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527383/ERR527383_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527383/ERR527383_2.fastq.gz
ERR527385	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527385/ERR527385_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527385/ERR527385_2.fastq.gz
ERR527375	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527375/ERR527375_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527375/ERR527375_2.fastq.gz
ERR527338	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527338/ERR527338_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527338/ERR527338_2.fastq.gz
ERR527339	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527339/ERR527339_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527339/ERR527339_2.fastq.gz
ERR527341	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527341/ERR527341_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527341/ERR527341_2.fastq.gz
ERR527343	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527343/ERR527343_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527343/ERR527343_2.fastq.gz
ERR527379	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527379/ERR527379_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527379/ERR527379_2.fastq.gz
ERR527368	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527368/ERR527368_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527368/ERR527368_2.fastq.gz
ERR527346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527346/ERR527346_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527346/ERR527346_2.fastq.gz
ERR773745	ftp.sra.ebi.ac.uk/vol1/fastq/ERR773/ERR773745/ERR773745_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR773/ERR773745/ERR773745_2.fastq.gz
ERR773746	ftp.sra.ebi.ac.uk/vol1/fastq/ERR773/ERR773746/ERR773746_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR773/ERR773746/ERR773746_2.fastq.gz
